id	name	host_id	host_name	neighbourhood_group	neighbourhood	latitude	longitude	room_type	price	minimum_nights	number_of_reviews	last_review	reviews_per_month	calculated_host_listings_count	availability_365
36586275	Can Gelis (casa de pueblo en entorno verde)	275006089	Estel		Les Preses	42.14141	2.45852	Entire home/apt	270	1	7	2020-07-24	0.47	1	359
36587693	Casa ideal para disfrutar en familia..	249837001	Iliana		Les Planes d'Hostoles	42.05644	2.53724	Private room	50	1	10	2020-10-12	1.20	1	7
36592530	Typique maison de village avec charme	80229044	Annick		Castelló d'Empúries	42.25795	3.07373	Entire home/apt	140	4	0			1	178
36595311	Amplitud y Encanto para Septiembre	275073372	Blai		Sant Pere Pescador	42.18834	3.08191	Entire home/apt	50	30	0			1	180
36599374	La caseta del Mas Valls	44173036	Carol		Rupià	42.00988	3.0103	Entire home/apt	130	2	32	2020-09-06	02.06	1	364
36610961	Appartement Rosas 80 m2 vue imprenable sur la mer	111907300	Dominique		Roses	42.26124	3.20753	Entire home/apt	55	7	1	2020-01-04	0.10	1	364
36618218	Apartamento Vacacional Empuriabrava	234735049	Petrica		Castelló d'Empúries	42.23907	3.12213	Entire home/apt	51	2	1	2020-01-02	0.10	1	365
36618612	Great views, terrace, 2 mins to beach & market	9532066	Steven		Sant Feliu de Guíxols	41.7799	3.02836	Entire home/apt	66	3	8	2020-08-29	0.53	2	364
36621033	R. Marine II 319 - Piso con piscina Roses	269248023	Interimmo Roses		Roses	42.26871	3.13846	Entire home/apt	57	1	1	2019-09-24	0.07	30	4
36621255	Chambre double dans villa avec piscine	6362985	Solveig		Tossa de Mar	41.7175	2.92843	Private room	85	2	0			6	179
36624390	Chambre double dans villa avec piscine 2	6362985	Solveig		Tossa de Mar	41.71801	2.92822	Private room	85	2	1	2019-08-16	0.07	6	179
36625819	Precioso estudio en la costa brava	275285642	Julia		Castell-Platja d'Aro	41.81467	3.06846	Entire home/apt	32	2	5	2020-08-24	0.34	1	269
36628715	Chambre double dans villa avec piscine 3	6362985	Solveig		Tossa de Mar	41.71654	2.92918	Private room	80	2	1	2019-08-16	0.07	6	89
36631060	Chambre double dans villa avec piscine4	6362985	Solveig		Tossa de Mar	41.71663	2.92926	Private room	85	2	2	2019-08-14	0.13	6	179
36646797	Empuriabrava  appartement T1 confortable	275454963	Joëlle		Castelló d'Empúries	42.24027	3.12409	Entire home/apt	71	5	1	2019-09-04	0.07	1	89
36650305	Casa acogedora con piscina en Llafranc	10547296	Flateli		Palafrugell	41.89728	3.18929	Entire home/apt	370	6	0			72	301
36651015	Apartment Tic tac 31. With swimming pool	167328746	Maxime		Lloret de Mar	41.69766	2.82932	Entire home/apt	86	3	5	2020-08-07	0.33	20	364
36656406	Vila Franchesca	275514748	Paqui		Roses	42.28233	3.16545	Entire home/apt	198	5	9	2020-08-30	0.60	1	183
36657783	AL20 Apartment 4 pax, Fenals beach, Costa Brava	9614198	Verónica		Lloret de Mar	41.69625	2.82973	Entire home/apt	36	2	3	2020-08-26	0.20	24	122
36659394	Patio El Penell - 4/5 Pesonen Apartment Sevilla	109641678	Christel		Vilamaniscle	42.37444	3.06865	Entire home/apt	42	4	1	2020-08-26	0.47	6	240
36660379	appartamento S'Agarò	189444693	Michelangelo		Castell-Platja d'Aro	41.80105	3.0507	Entire home/apt	79	7	0			1	241
36661445	Piscina, Playa Nudistas	271105298	Adolfo		Lloret de Mar	41.6953	2.82392	Entire home/apt	93	1	0			2	89
36663838	Patio El Penell - 4 Personen Apartment Valencia	109641678	Christel		Vilamaniscle	42.37661	3.07239	Entire home/apt	43	4	0			6	240
36667208	SM DRASSANES	38625360	Sílvia		Roses	42.2583	3.18094	Entire home/apt	86	3	2	2020-08-14	0.14	1	4
36683887	Estartit: Seaview, Pool, Garden, 1 km from beach!	227953558	Wouter		Torroella de Montgrí	42.04934	3.18251	Entire home/apt	113	1	0			54	46
36683983	Casa fabulosa, piscina privada y zona chill out.	89002577	Osna		Lloret de Mar	41.70975	2.85956	Entire home/apt	271	7	7	2019-10-08	0.46	1	108
36684286	Impecable apartamento con piscina	254065593	Immoplatjadaro		Castell-Platja d'Aro	41.81314	3.06703	Entire home/apt	130	7	1	2019-09-13	0.07	5	66
36684412	Casa om, a charming house, 1km from Begur	275724850	Cecile  & Slimane		Begur	41.94675	3.19568	Entire home/apt	93	7	3	2020-08-14	0.21	1	364
36689743	Apartamento Ellypalace reformado acogedor e intimo	125334782	Héctor		Castell-Platja d'Aro	41.81396	3.06561	Entire home/apt	40	6	7	2020-09-30	0.49	1	365
36690313	Moderno Apartamento céntrico y al lado de la playa	195015106	Silvia		Castell-Platja d'Aro	41.8157	3.06667	Entire home/apt	163	3	0			1	364
36691456	Patio El Penell - 2 Personen Studio Roses	109641678	Christel		Vilamaniscle	42.37737	3.07265	Entire home/apt	34	4	5	2020-08-22	0.34	6	240
36694893	Estudio en el centro, muy cerca de la playa	275800722	Maria Victoria		Castelló d'Empúries	42.23751	3.12315	Entire home/apt	65	4	1	2019-08-18	0.07	1	365
36700410	Vacances tranquil·les a la platja	206595267	Helena		L'Escala	42.12093	3.12898	Entire home/apt	110	7	1	2019-08-03	0.07	1	365
36711302	Apartament a Sant Antoni de Calonge   100m del mar	275931779	Ferran		Calonge	41.84609	3.10133	Entire home/apt	56	5	2	2019-07-30	0.13	1	364
36712866	1 Hab. Centre històric de L'Escala - Platja	191508107	Neus		L'Escala	42.12613	3.13439	Entire home/apt	59	2	18	2020-09-13	1.17	6	180
36713753	Dream house with garden, bbq and next to the beach	3635451	Alejandrina		Pals	41.98028	3.16773	Entire home/apt	150	5	12	2020-08-29	0.82	1	166
36715195	Preciosa casa en la costa brava. Playas a 2km	48886731	Ramon Altayo Llonch I Cia C.B,		Palafrugell	41.91437	3.16883	Entire home/apt	220	2	1	2020-08-25	0.46	1	180
36715387	Stylish mediterranean apartment next to the beach	82852705	Roger - Hauzify		Sant Feliu de Guíxols	41.78128	3.0278	Entire home/apt	59	1	9	2020-09-06	0.60	17	5
36715889	House for holiday rent in Sa Tuna beach with pool.	71436592	Maria		Begur	41.9613	3.22675	Entire home/apt	228	7	0			8	12
36718851	Maison contemporaine dans résidence avec piscine	93171116	Nathalie		L'Escala	42.10455	3.14881	Entire home/apt	121	7	2	2020-08-31	0.14	1	365
36722286	Experiencia MUY rural en el corazón del Empordà	276012073	Narcís Jordi		Ventalló	42.15402	3.06892	Entire home/apt	150	2	0			1	363
36722466	Appart. indépendant (4pers) jardin, piscine privée	112507016	Martina		Calonge	41.87751	3.06025	Entire home/apt	75	7	0			2	220
36723823	Remote, rustic, dark sky double-room	276025732	Imogen		Albanyà	42.352	2.60669	Private room	25	2	2	2019-08-26	0.14	1	243
36729767	Apartamento situado a primera línea de mar	44771747	Berta		Sant Feliu de Guíxols	41.7825	3.03483	Entire home/apt	80	4	10	2020-02-12	0.66	1	348
36741225	Apartamento con espectacular vista a Aiguablava	84452383	Jordi		Begur	41.94529	3.21341	Entire home/apt	51	4	8	2020-10-20	0.60	2	365
36744842	Vista Roses Mar- Cap Ponent D2  Cap Ponent is a very exclusive house with views over the	121627511	Vista Roses Mar		Roses	42.25667	3.18729	Entire home/apt	295	1	2	2019-10-28	0.14	17	67
36745807	1min playa Costa Brava-St.Feliu. Lux.Aparment.4pax	264422635	Juan Manuel		Sant Feliu de Guíxols	41.78623	3.01316	Entire home/apt	124	6	1	2019-08-22	0.07	2	217
36746875	Acogedor apartamento con piscina comunitaria en el barrio del Golfet en Calella.	247577905	Finques Frigola S.L.		Palafrugell	41.87901	3.17521	Entire home/apt	1045	1	0			17	178
36748590	Apartament nou, vistes panoràmiques al mar 180º	275904464	Eva		Llançà	42.35996	3.16097	Entire home/apt	75	6	7	2020-10-25	0.49	1	73
36754367	Costa Brava. Palafrugell. Apartment swimingpool	86514270	Eva		Palafrugell	41.91513	3.17033	Entire home/apt	124	7	2	2019-08-24	0.13	2	363
36754659	Sea view, first line at the beach - nº2	10547296	Flateli		Torroella de Montgrí	42.04807	3.19588	Entire home/apt	120	2	2	2019-09-15	0.13	72	186
36756125	Vista Roses Mar- Ancla Mar 1  Ancla Mar is a very exclusive house with views over the Ba	121627511	Vista Roses Mar		Roses	42.25527	3.18591	Entire home/apt	207	1	1	2020-08-22	0.44	17	65
36756143	Vista Roses Mar- Ancla Mar 4  Ancla Mar is a very exclusive house with views over the Ba	121627511	Vista Roses Mar		Roses	42.24795	3.18854	Entire home/apt	207	1	0			17	67
36756186	Vista Roses Mar- Ancla Mar 5  Ancla Mar is a very exclusive house with views over the Ba	121627511	Vista Roses Mar		Roses	42.24655	3.18658	Entire home/apt	236	1	5	2020-09-25	0.34	17	67
36758809	Oasi de pau a la Costa Brava. El Mas Pinell	18873413	Merce		Torroella de Montgrí	42.0105	3.19444	Entire home/apt	90	4	2	2020-08-20	0.80	1	365
36760326	28AM24. MANDARINA 2 4	122326504	Actual		Castell-Platja d'Aro	41.81051	3.06295	Entire home/apt	58	7	0			124	365
36761792	Villa Pineda 2 min el playa S'agaro	35691369	Eduard		Castell-Platja d'Aro	41.79132	3.05548	Entire home/apt	650	12	0			1	302
36768509	Raval B	137250959	Sergi		Campdevànol	42.22258	2.17159	Private room	1000	1	0			3	269
36768750	Spectacular house in L'Estartit 8px w/pool.	122198793	Joan Anton Serra Ferrer		Torroella de Montgrí	42.05385	3.20847	Entire home/apt	150	3	2	2020-01-02	0.14	11	74
36782021	Bravissimo Apartement 'Costa Brava', Port Marina!	117763930	Bravissimo		Palamós	41.84668	3.13015	Entire home/apt	114	1	0			26	365
36782025	Bravissimo Portal Nou	117763930	Bravissimo		Girona	41.98361	2.82754	Entire home/apt	64	1	2	2019-11-02	0.16	26	361
36784852	APARTAMENTO DE DISEÑO EN 1ª LÍNEA DE MAR	86847780	Gina		Castell-Platja d'Aro	41.81493	3.06636	Entire home/apt	100	5	0			12	365
36786325	Romantic apartment with sea views in Platja d'Aro	12346740	Raimon		Castell-Platja d'Aro	41.82766	3.07133	Entire home/apt	58	1	7	2020-09-06	0.46	59	149
36787137	VILLASCOSETTE-DUPLEX TORRENT with sea views,parking and wifi in Platja d'Aro	180324924	Ferran		Castell-Platja d'Aro	41.81386	3.06651	Entire home/apt	210	1	0			49	65
36787249	TAMARIU apartamento 6 personas a 80 m de la playa	84452383	Jordi		Palafrugell	41.91948	3.2075	Entire home/apt	53	3	1	2020-08-02	0.34	2	80
36790417	Spacious condo in the heart of the city w/ private balcony, full kitchen & WiFi!	103552215	Vacasa Spain		Figueres	42.26837	2.96277	Entire home/apt	105	2	4	2020-10-13	0.26	18	363
36795928	Appart avec jardin et piscine à 100 mts de la mer	65706789	Nadia		Castell-Platja d'Aro	41.82176	3.06596	Entire home/apt	130	4	1	2020-02-26	0.12	1	362
36796965	GR-3 DÚPLEX 4 PLAZAS CON PISCINA A 100 MTS. PLAYA	276581537	Georges		Castelló d'Empúries	42.24047	3.1263	Entire home/apt	51	2	1	2019-08-13	0.07	2	25
36800904	BONITA CASA DE 8 PLAZAS EN 1ª LÍNEA DE PLAYA	276581537	Georges		Castelló d'Empúries	42.24292	3.12855	Entire home/apt	55	2	0			2	25
36803079	Farmhouse near beach & pool. More rooms available	6767407	Halden		Mont-ras	41.88961	3.14537	Private room	100	2	10	2020-08-30	0.66	1	0
36805017	LUXHOUSES-Apart.Boutique Lux LLoret	251976436	Anna Margarita		Lloret de Mar	41.69999	2.83648	Entire home/apt	79	1	0			16	0
36817990	Spacious villa with pool and fantastic sea views.	201741093	Your.Rentals		Castell-Platja d'Aro	41.82799	3.04352	Entire home/apt	472	1	0			9	301
36821660	MIAMI 3	254105914	Aip		Castelló d'Empúries	42.23764	3.12369	Entire home/apt	55	2	2	2019-08-24	0.14	7	365
36825186	Villa Lara del Mar-Maison Lara sur mer-Lara House	206707591	Joan		Lloret de Mar	41.74179	2.81399	Entire home/apt	200	7	1	2019-08-18	0.07	1	269
36826248	Apartamento con vistas en el Barri Vell	45927707	Rimarent		Girona	41.98768	2.82578	Entire home/apt	54	1	25	2020-10-12	1.61	35	356
36826514	Casa de l’albada  Eco friendly B&B	72260043	Karen		Roses	42.26339	3.19034	Private room	300	2	0			1	179
36829140	HABITACIÓN CON TERRAZA, DESAYUNO ALOJAMIENTO RURAL	62264867	Joan		Fontanilles	42.01737	3.09317	Private room	95	2	0			10	273
36830396	Chalet con vista al mar y al lado del bosque	271866658	Myriam		Lloret de Mar	41.7161	2.85728	Entire home/apt	100	3	1	2020-08-21	0.43	3	68
36832612	APARTAMENTO 2 HABITACIONES	256165941	Kalma DARO		Castell-Platja d'Aro	41.81952	3.06656	Entire home/apt	142	1	5	2020-08-03	0.35	8	365
36832644	APARTAMENTO 2 HABITACIONES TERRAZA	256165941	Kalma DARO		Castell-Platja d'Aro	41.81939	3.06648	Entire home/apt	162	1	1	2019-08-11	0.07	8	365
36832683	APARTAMENTO 1 HABITACIÓN TERRAZA	256165941	Kalma DARO		Castell-Platja d'Aro	41.82258	3.06454	Entire home/apt	132	1	0			8	339
36832719	APARTAMENTO 4 HABITACIONES TERRAZA	256165941	Kalma DARO		Castell-Platja d'Aro	41.82029	3.06581	Entire home/apt	231	1	0			8	365
36834764	Precioso apartamento renovado en Palamós	266519821	Sonia		Palamós	41.85384	3.13275	Entire home/apt	82	3	7	2020-02-24	0.47	2	364
36836236	Agréable appartement Santa Margarida Rosas Espagne	276737910	Frank		Roses	42.26385	3.15071	Entire home/apt	70	7	1	2019-08-10	0.07	1	358
36838748	Studio Roses avec vue mer pour 4 personnes	267411104	Immo 1 Grup Platja I Muntanya		Roses	42.26254	3.1478	Entire home/apt	51	3	4	2020-08-23	01.09	4	330
36840314	Apartment 6 people Sea View with Pool !!!!	8515889	Pascal		Roses	42.26029	3.20771	Entire home/apt	64	1	9	2020-08-14	0.59	18	63
36840994	Apartamento luminoso	64739505	Alba		Figueres	42.27244	2.95764	Entire home/apt	35	31	0			1	55
36841696	El Mas...un espai tranquil.	3560731	Amada		Maià de Montcal	42.20208	2.73149	Entire home/apt	85	1	29	2020-10-18	2.12	2	361
36856333	Sea view, first line at the beach - nº3	10547296	Flateli		Torroella de Montgrí	42.04807	3.19588	Entire home/apt	150	2	2	2020-09-13	0.88	72	189
36857295	Apartment in Platja d'Aró with sea views near downtown and parking - CATALUNYA	3357358	Salvador		Castell-Platja d'Aro	41.8125	3.06754	Entire home/apt	74	1	0			59	65
36859191	Apartment in Platja d'Aró Promenade with parking and Cable TV - PRESIDENT-A	3357358	Salvador		Castell-Platja d'Aro	41.81322	3.06686	Entire home/apt	75	1	0			59	65
36860022	Casa Marieta	277044426	Mª Angels		Sant Pere Pescador	42.19455	3.0814	Entire home/apt	150	7	1	2019-08-25	0.07	1	364
36861355	Beautiful new built villa on a flat plot with great views.	201741093	Your.Rentals		Castell-Platja d'Aro	41.82806	3.0437	Entire home/apt	571	1	1	2020-01-30	0.11	9	0
36862441	APARTAMENTO FAMILIAR CON 2 DORMITORIOS	18034091	Summer Dreams		Lloret de Mar	41.70101	2.85075	Entire home/apt	130	7	1	2019-08-18	0.07	21	363
36862580	Vistas al mar, a primera linea de playa - nº4 *G*	10547296	Flateli		Torroella de Montgrí	42.04807	3.19588	Entire home/apt	150	2	1	2020-08-22	0.44	72	189
36863508	Sea view, first line at the beach - nº 5	10547296	Flateli		Torroella de Montgrí	42.04807	3.19588	Entire home/apt	150	2	5	2020-09-13	0.36	72	189
36863964	DOUBLE ROOM WITH KING SIZE BED WITH BALCONY	277060350	Hotel Maremagnum		Lloret de Mar	41.70158	2.84931	Hotel room	46	1	26	2020-08-30	1.77	1	0
36867888	Habitacion en piso precioso,a 5 min de la playa.	228606917	Georgina		Sant Feliu de Guíxols	41.7885	3.02728	Private room	36	2	10	2020-02-24	0.66	1	179
36872918	SES BRISES BLAU -apartment with shared  swimming pool-Tamariu-Costa Brava	102326201	Corredor Mató		Palafrugell	41.92116	3.20387	Entire home/apt	156	1	0			79	54
36873344	Luxury Apartment in L'Escala Catalonia with Beach nearby	270230553	Linda - BELVILLA		L'Escala	42.12597	3.13565	Entire home/apt	62	1	1	2020-08-08	0.37	80	365
36874195	APARTAMENT YACO4	10906122	Jacob		Lloret de Mar	41.6986	2.84567	Entire home/apt	50	1	14	2020-10-12	0.92	8	138
36874882	Appealing Holiday Home in Sant Pere Pescador with Garden	270230553	Linda - BELVILLA		Sant Pere Pescador	42.18183	3.10597	Entire home/apt	88	1	1	2020-08-22	0.44	80	365
36876395	Fantastic villa for 6 people with communal pool in Vilacolum	270230553	Linda - BELVILLA		Torroella de Fluvià	42.19608	3.03418	Entire home/apt	154	1	1	2020-08-15	0.40	80	365
36877735	Luxurious traditional Catalan house with pool in Marenya, Costa Brava-Empordà	270230553	Linda - BELVILLA		La Tallada d'Empordà	42.09067	3.04623	Entire home/apt	310	1	3	2020-09-20	0.73	80	358
36879176	ANEXO HAB ORO LITERA ABAJO MAISON DU DUC, L'ESCALA	216238030	Rafael		L'Escala	42.103	3.14179	Shared room	30	2	1	2019-08-16	0.07	16	365
36879467	ANEXO HAB ORO CAMA INDIV. MAISON DU DUC, L'ESCALA	216238030	Rafael		L'Escala	42.10481	3.14102	Shared room	22	2	1	2020-08-19	0.42	16	365
36881394	Garden-View Apartment in Calella de Palafrugell with Swimming Pool	270230553	Linda - BELVILLA		Palafrugell	41.88385	3.17749	Entire home/apt	66	1	1	2020-07-18	0.29	80	365
36882086	Lovely Apartment in Calella de Palafrugell with Swimming Pool	270230553	Linda - BELVILLA		Palafrugell	41.88524	3.17683	Entire home/apt	190	1	1	2020-08-08	0.37	80	365
36882958	Serene Villa in Lloret de Mar with Private Swimming Pool	270230553	Linda - BELVILLA		Lloret de Mar	41.71279	2.87887	Entire home/apt	127	1	0			80	365
36882978	Traditional house restored for 6 persons with pool in Ullastret	270230553	Linda - BELVILLA		Ullastret	42.00186	3.06867	Entire home/apt	174	1	0			80	365
36883020	Modern Holiday Home in Parlavà with Pool	270230553	Linda - BELVILLA		Parlavà	42.02125	3.02875	Entire home/apt	203	1	0			80	365
36884166	Nice house with private garden and shared pool in the pleasant Llafranc	270230553	Linda - BELVILLA		Palafrugell	41.90173	3.19898	Entire home/apt	142	1	0			80	365
36884171	Lovely house with private pool at 3km and 4km from Palafrugell and Begur	270230553	Linda - BELVILLA		Begur	41.9261	3.17817	Entire home/apt	92	1	0			80	365
36884174	Cozy Apartment in Sant Feliu de Guíxols with Swimming Pool	270230553	Linda - BELVILLA		Sant Feliu de Guíxols	41.78845	3.03755	Entire home/apt	58	1	0			80	365
36884177	Apartment with balcony near S'Agaro with shared pool and grass garden	270230553	Linda - BELVILLA		Sant Feliu de Guíxols	41.78678	3.03793	Entire home/apt	43	1	0			80	365
36884198	Peaceful Villa in Santa Cristina d'Aro with Swimming Pool	270230553	Linda - BELVILLA		Santa Cristina d'Aro	41.86436	3.00602	Entire home/apt	102	1	1	2020-09-12	0.64	80	344
36884242	Beautiful Villa in Blanes with Private Swimming Pool	270230553	Linda - BELVILLA		Blanes	41.68993	2.78665	Entire home/apt	250	1	0			80	365
36884246	Spacious holiday villa with private swimming pool and various terraces in Blanes	270230553	Linda - BELVILLA		Blanes	41.68997	2.78667	Entire home/apt	159	1	0			80	365
36884254	Cozy Villa in Lloret de Mar with Private Swimming Pool	270230553	Linda - BELVILLA		Lloret de Mar	41.7191	2.87018	Entire home/apt	131	1	0			80	365
36884257	Modern Villa in Canyelles with Private Swimming Pool	270230553	Linda - BELVILLA		Lloret de Mar	41.70882	2.88168	Entire home/apt	150	1	0			80	365
36885466	Cute house with wooden shutters large enclosed garden near Lloret de Mar	270230553	Linda - BELVILLA		Sils	41.80742	2.77953	Entire home/apt	117	1	0			80	365
36885505	Spacious Holiday Home in Girona with Swimming Pool	270230553	Linda - BELVILLA		Sant Pere Pescador	42.18384	3.10728	Entire home/apt	121	1	2	2020-07-18	0.51	80	365
36885523	Huge Holiday Home in Catalonia with Private Swimming Pool	270230553	Linda - BELVILLA		Sant Pere Pescador	42.1896	3.08322	Entire home/apt	181	1	3	2020-08-08	0.29	80	365
36885526	Cozy Holiday Home in Urbanització Bon Relax with Pool	270230553	Linda - BELVILLA		Sant Pere Pescador	42.18686	3.09058	Entire home/apt	86	1	2	2020-08-22	0.55	80	365
36885557	Alluring Holiday Home in Girona with Swimming Pool	270230553	Linda - BELVILLA		Sant Pere Pescador	42.18309	3.10718	Entire home/apt	170	1	1	2020-08-08	0.37	80	365
36885567	Beautiful Holiday Home near Beach in Catalonia	270230553	Linda - BELVILLA		Sant Pere Pescador	42.18241	3.10819	Entire home/apt	85	1	1	2020-08-22	0.44	80	365
36885571	Luxurious Villa St Pere Pescador with Swimming Pool	270230553	Linda - BELVILLA		Sant Pere Pescador	42.18363	3.10807	Entire home/apt	147	1	1	2020-08-22	0.44	80	365
36885581	Beautiful Holiday Home with Swimming Pool in Costa Brava	270230553	Linda - BELVILLA		Sant Pere Pescador	42.18604	3.09287	Entire home/apt	91	1	1	2020-08-15	0.40	80	365
36886787	Wonderful Apartment in St Pere Pescador with Communal Pool	270230553	Linda - BELVILLA		L'Armentera	42.17965	3.09123	Entire home/apt	73	1	1	2020-08-22	0.44	80	365
36886797	Cozy Apartment in Roses with Sea Near	270230553	Linda - BELVILLA		Roses	42.24528	3.19948	Entire home/apt	62	1	2	2020-08-28	0.87	80	365
36886809	Captivating Holiday Home in Garriguella with Private Pool	270230553	Linda - BELVILLA		Garriguella	42.34101	3.06591	Entire home/apt	305	1	2	2020-09-07	0.49	80	365
36893295	Apartamento, centrico de la Escala, cerca playas.	248263648	Montse		L'Escala	42.12603	3.13531	Entire home/apt	89	5	3	2020-08-13	0.20	1	180
36895389	Casa de 3 plantas con piscina al lado de la playa	58227412	Sergi		Castell-Platja d'Aro	41.80093	3.04661	Entire home/apt	108	3	13	2020-10-04	0.86	1	359
36896812	Apartment Tic Tac 23. With Pool	167328746	Maxime		Lloret de Mar	41.69766	2.82932	Entire home/apt	62	3	4	2020-08-24	0.27	20	364
36898532	CASA RUSTICA EN PUEBLO TRANQUILO Y CERCA DEL MAR	277324781	Judith		Ventalló	42.14745	3.02772	Entire home/apt	180	2	3	2020-07-12	0.25	1	363
36898646	APARTAMENTO 1 HABITACIÓN TERRAZA	256165941	Kalma DARO		Castell-Platja d'Aro	41.82066	3.06794	Entire home/apt	132	1	0			8	3
36898672	APARTAMENTO 2 HABITACIONES TERRAZA	256165941	Kalma DARO		Castell-Platja d'Aro	41.81897	3.06591	Entire home/apt	162	1	0			8	3
36898699	APARTAMENTO 2 HABITACIONES	256165941	Kalma DARO		Castell-Platja d'Aro	41.81909	3.06936	Entire home/apt	142	1	0			8	3
36898717	APARTAMENTO 4 HABITACIONES TERRAZA	256165941	Kalma DARO		Castell-Platja d'Aro	41.82087	3.06922	Entire home/apt	231	1	0			8	3
36907995	Maison - Calella de Palafrugell	30926496	Damien		Palafrugell	41.89543	3.18059	Entire home/apt	120	5	1	2020-08-23	0.45	1	317
36914460	Apartment Miramar - Sea View, Wifi, Aircon	98762965	Nick		Roses	42.29462	3.17972	Entire home/apt	70	3	14	2020-09-13	0.92	5	90
36920418	AMPLIA VILLA CON PISCINAS PARA 6 PERSONAS	51973154	Sonia Mestres Adalid		Calonge	41.84109	3.07046	Entire home/apt	425	3	1	2019-08-29	0.07	2	90
36926301	Muy Buena Zona para Vivir	277077808	Gonza		Olot	42.17106	2.48826	Entire home/apt	270	94	0			1	365
36934606	CHARMING FISHERMAN HOUSE WITH TERRACE	1298586	Kristjan Y Ana		Tossa de Mar	41.72009	2.92856	Entire home/apt	150	2	0			115	3
36953458	Central house in La Bisbal d'Empordà with parking	100806904	Miquel		La Bisbal d'Emporda	41.95926	3.04152	Entire home/apt	70	2	7	2020-08-28	0.49	1	359
36954278	B&B Les Olives, at Artist's House-1	274181433	Montse		Garrigoles	42.10432	3.01988	Private room	65	2	4	2020-08-23	0.27	3	364
36956756	B&B Les Olives, at Artist's House-2	274181433	Montse		Garrigoles	42.10524	3.02085	Private room	65	2	3	2019-08-22	0.20	3	364
36957200	Bel appartement/terrasse-jardins-piscines ROSES	257587383	Marie-Hélène Et Michel		Roses	42.25216	3.19054	Entire home/apt	73	4	3	2020-08-19	0.19	3	344
36964283	Apartamento en Cap sa Sal	277866560	Josep		Begur	41.9661	3.23104	Entire home/apt	190	2	2	2019-08-07	0.13	1	269
36974111	CASA A L'EMPORDÀ PER A 6 PERSONES	126312502	Teresa		Borrassà	42.22448	2.92744	Entire home/apt	115	2	4	2019-08-25	0.27	1	84
36997186	Appartement sympa avec balcon, plage à 2 mn à pied	37199430	Jean		Castelló d'Empúries	42.24048	3.12353	Entire home/apt	38	2	26	2020-10-26	1.84	2	165
36997962	La Dàrsena, Dúplex con terraza y vistas al mar  S2	131609909	Apartaments Port De La Selva		El Port de la Selva	42.33369	3.19436	Entire home/apt	130	2	7	2020-09-13	0.46	23	278
36999253	LA SALERA DE SERRALLONGA	278170292	Nuria		Viladrau	41.83864	2.3612	Entire home/apt	98	2	1	2019-12-05	0.09	1	318
37000061	Vista Roses Mar- Ancla Mar 2-3  Ancla Mar is a very exclusive house with views over the	121627511	Vista Roses Mar		Roses	42.24691	3.18764	Entire home/apt	189	1	1	2020-07-09	0.27	17	6
37016390	Apartamento precioso en Tossa de Mar	278302096	Vicente & Ana		Tossa de Mar	41.7253	2.92386	Entire home/apt	90	4	5	2020-08-24	0.35	1	262
37018140	Studio pour 4 personnes  avec terrasse vue mer	267411104	Immo 1 Grup Platja I Muntanya		Roses	42.26416	3.14807	Entire home/apt	50	3	9	2020-08-12	0.59	4	330
37027794	Apartamento en Aiguablava-Begur	5350938	Jaime		Begur	41.94144	3.21176	Entire home/apt	170	7	3	2020-08-22	0.21	1	228
37029175	Comfortable apartament de tres habitacions	121696060	Mireia		Camprodon	42.31508	2.3741	Entire home/apt	145	5	1	2020-01-01	0.10	1	86
37029548	La Casa Cadaques centre	21322513	Valerie		Cadaqués	42.29067	3.28089	Entire home/apt	121	2	2	2019-09-01	0.13	1	362
37029637	Apartamento en Can Fonsu 2	266013636	Marc		Vilademuls	42.14971	2.87487	Private room	105	2	2	2019-08-13	0.13	5	72
37031667	ACP12 Appartement vue imprenable sur port Roses	88096200	Acp Immo Roses Sl		Roses	42.25399	3.18223	Entire home/apt	81	4	2	2019-08-10	0.13	15	88
37034009	Garbí - Apartaments Can Macau	186126080	Can Macau		Palau-saverdera	42.30653	3.15014	Entire home/apt	80	2	0			4	363
37037438	APARTAMENTO COSTA BRAVA CON VISTAS AL MAR	198797695	Montaner		Torroella de Montgrí	42.05482	3.19846	Entire home/apt	90	2	3	2020-08-16	1.11	1	363
37041195	Casa con encanto en Baix Empordà	40870007	Elisabeth		Forallac	41.9613	3.05393	Entire home/apt	88	2	4	2020-08-31	1.48	1	90
37044078	Casa renovada y nueva en 2019!	276926292	Robert		Castelló d'Empúries	42.24583	3.12585	Entire home/apt	100	3	1	2019-12-31	0.10	1	364
37044949	APARTMENT WITH SEA VIEW, SHARED POOL AND GARDEN, PARKING	127955218	Costa Brava Si		Sant Feliu de Guíxols	41.77404	3.02999	Entire home/apt	76	1	2	2019-08-26	0.14	33	130
37044977	HAB. ORO LITERA IND ARRIBA MAISON DU DUC, L'ESCALA	216238030	Rafael		L'Escala	42.10267	3.141	Shared room	30	2	4	2020-08-21	0.26	16	365
37049246	Vista de Girones	54891847	Sonja		Blanes	41.67576	2.79121	Entire home/apt	121	3	0			1	178
37049436	Apartment in front of the sea with pool	71436592	Maria		Begur	41.96906	3.22922	Entire home/apt	230	7	0			8	61
37050623	Cozy Villa in Begur with Swimming Pool	270230553	Linda - BELVILLA		Begur	41.94135	3.18903	Entire home/apt	127	1	1	2020-09-03	0.54	80	365
